Region,Codigo region,Poblacion,fecha,numero
Tarapaca,01,382773,2021-08-21,1239
Antofagasta,02,691854,2021-08-21,1976
Atacama,03,314709,2021-08-21,1280
Coquimbo,04,836096,2021-08-21,2599
Valparaiso,05,1960170,2021-08-21,4727
Metropolitana,13,8125072,2021-08-21,18998
OHiggins,06,991063,2021-08-21,2241
Maule,07,1131939,2021-08-21,3138
Nuble,16,511551,2021-08-21,1201
Biobio,08,1663696,2021-08-21,6840
Araucania,09,1014343,2021-08-21,2684
Los Rios,14,405835,2021-08-21,1273
Los Lagos,10,891440,2021-08-21,4204
Aysen,11,107297,2021-08-21,484
Magallanes,12,178362,2021-08-21,675
Arica y Parinacota,15,252110,2021-08-22,439
Tarapaca,01,382773,2021-08-22,1407
Antofagasta,02,691854,2021-08-22,2238
Atacama,03,314709,2021-08-22,950
Coquimbo,04,836096,2021-08-22,2199
Valparaiso,05,1960170,2021-08-22,4614
Metropolitana,13,8125072,2021-08-22,18049
OHiggins,06,991063,2021-08-22,2593
Maule,07,1131939,2021-08-22,3473
Nuble,16,511551,2021-08-22,1010
Biobio,08,1663696,2021-08-22,5817
Araucania,09,1014343,2021-08-22,2281
Los Rios,14,405835,2021-08-22,1522
Los Lagos,10,891440,2021-08-22,4394
Aysen,11,107297,2021-08-22,516
Magallanes,12,178362,2021-08-22,1216
Arica y Parinacota,15,252110,2021-08-23,1266
Tarapaca,01,382773,2021-08-23,2537
Antofagasta,02,691854,2021-08-23,4140
Atacama,03,314709,2021-08-23,1829
Coquimbo,04,836096,2021-08-23,2365
Valparaiso,05,1960170,2021-08-23,3498
Metropolitana,13,8125072,2021-08-23,14508
OHiggins,06,991063,2021-08-23,2065
Maule,07,1131939,2021-08-23,3015
Nuble,16,511551,2021-08-23,896
Biobio,08,1663696,2021-08-23,4857
Araucania,09,1014343,2021-08-23,2174
Los Rios,14,405835,2021-08-23,1088
Los Lagos,10,891440,2021-08-23,3345
Aysen,11,107297,2021-08-23,384
Magallanes,12,178362,2021-08-23,790
Arica y Parinacota,15,252110,2021-08-24,553
Tarapaca,01,382773,2021-08-24,1020
Antofagasta,02,691854,2021-08-24,3669
Atacama,03,314709,2021-08-24,429
Coquimbo,04,836096,2021-08-24,721
Valparaiso,05,1960170,2021-08-24,1286
Metropolitana,13,8125072,2021-08-24,10369
OHiggins,06,991063,2021-08-24,555
Maule,07,1131939,2021-08-24,560
Nuble,16,511551,2021-08-24,929
Biobio,08,1663696,2021-08-24,2506
Araucania,09,1014343,2021-08-24,1262
Los Rios,14,405835,2021-08-24,469
Los Lagos,10,891440,2021-08-24,998
Aysen,11,107297,2021-08-24,314
Magallanes,12,178362,2021-08-24,242
Arica y Parinacota,15,252110,2021-08-25,1222
Tarapaca,01,382773,2021-08-25,716
Antofagasta,02,691854,2021-08-25,1645
Atacama,03,314709,2021-08-25,1192
Coquimbo,04,836096,2021-08-25,981
Valparaiso,05,1960170,2021-08-25,2425
Metropolitana,13,8125072,2021-08-25,13100
OHiggins,06,991063,2021-08-25,802
Maule,07,1131939,2021-08-25,1504
Nuble,16,511551,2021-08-25,612
Biobio,08,1663696,2021-08-25,2546
Araucania,09,1014343,2021-08-25,858
Los Rios,14,405835,2021-08-25,810
Los Lagos,10,891440,2021-08-25,1757
Aysen,11,107297,2021-08-25,392
Magallanes,12,178362,2021-08-25,566
Arica y Parinacota,15,252110,2021-08-26,1411
Tarapaca,01,382773,2021-08-26,2444
Antofagasta,02,691854,2021-08-26,2903
Atacama,03,314709,2021-08-26,1840
Coquimbo,04,836096,2021-08-26,2084
Valparaiso,05,1960170,2021-08-26,3874
Metropolitana,13,8125072,2021-08-26,19089
OHiggins,06,991063,2021-08-26,2051
Maule,07,1131939,2021-08-26,3390
Nuble,16,511551,2021-08-26,1459
Biobio,08,1663696,2021-08-26,6604
Araucania,09,1014343,2021-08-26,1927
Los Rios,14,405835,2021-08-26,1416
Los Lagos,10,891440,2021-08-26,4859
Aysen,11,107297,2021-08-26,649
Magallanes,12,178362,2021-08-26,871
Arica y Parinacota,15,252110,2021-08-27,1062
Tarapaca,01,382773,2021-08-27,1138
Antofagasta,02,691854,2021-08-27,1439
Atacama,03,314709,2021-08-27,1403
Coquimbo,04,836096,2021-08-27,1991
Valparaiso,05,1960170,2021-08-27,3734
Metropolitana,13,8125072,2021-08-27,20134
OHiggins,06,991063,2021-08-27,2274
Maule,07,1131939,2021-08-27,3317
Nuble,16,511551,2021-08-27,1665
Biobio,08,1663696,2021-08-27,6675
Araucania,09,1014343,2021-08-27,2123
Los Rios,14,405835,2021-08-27,1386
Los Lagos,10,891440,2021-08-27,4356
Aysen,11,107297,2021-08-27,543
Magallanes,12,178362,2021-08-27,692
Arica y Parinacota,15,252110,2021-08-28,928
Tarapaca,01,382773,2021-08-28,1197
Antofagasta,02,691854,2021-08-28,1209
Atacama,03,314709,2021-08-28,760
Coquimbo,04,836096,2021-08-28,2191
Valparaiso,05,1960170,2021-08-28,4165
Metropolitana,13,8125072,2021-08-28,19231
OHiggins,06,991063,2021-08-28,2369
Maule,07,1131939,2021-08-28,2818
Nuble,16,511551,2021-08-28,1989
Biobio,08,1663696,2021-08-28,5223
Araucania,09,1014343,2021-08-28,1991
Los Rios,14,405835,2021-08-28,1238
Los Lagos,10,891440,2021-08-28,3582
Aysen,11,107297,2021-08-28,506
Magallanes,12,178362,2021-08-28,880
Arica y Parinacota,15,252110,2021-08-29,211
Tarapaca,01,382773,2021-08-29,1511
Antofagasta,02,691854,2021-08-29,2346
Atacama,03,314709,2021-08-29,1561
Coquimbo,04,836096,2021-08-29,1991
Valparaiso,05,1960170,2021-08-29,3953
Metropolitana,13,8125072,2021-08-29,17456
OHiggins,06,991063,2021-08-29,2166
Maule,07,1131939,2021-08-29,3292
Nuble,16,511551,2021-08-29,1693
Biobio,08,1663696,2021-08-29,5109
Araucania,09,1014343,2021-08-29,2356
Los Rios,14,405835,2021-08-29,1247
Los Lagos,10,891440,2021-08-29,3864
Aysen,11,107297,2021-08-29,462
Magallanes,12,178362,2021-08-29,892
Arica y Parinacota,15,252110,2021-08-30,1408
Tarapaca,01,382773,2021-08-30,2972
Antofagasta,02,691854,2021-08-30,2204
Atacama,03,314709,2021-08-30,927
Coquimbo,04,836096,2021-08-30,1988
Valparaiso,05,1960170,2021-08-30,2590
Metropolitana,13,8125072,2021-08-30,16709
OHiggins,06,991063,2021-08-30,1745
Maule,07,1131939,2021-08-30,2073
Nuble,16,511551,2021-08-30,1357
Biobio,08,1663696,2021-08-30,4409
Araucania,09,1014343,2021-08-30,1809
Los Rios,14,405835,2021-08-30,837
Los Lagos,10,891440,2021-08-30,3078
Aysen,11,107297,2021-08-30,518
Magallanes,12,178362,2021-08-30,278
Arica y Parinacota,15,252110,2021-08-31,606
Tarapaca,01,382773,2021-08-31,1194
Antofagasta,02,691854,2021-08-31,1194
Atacama,03,314709,2021-08-31,175
Coquimbo,04,836096,2021-08-31,661
Valparaiso,05,1960170,2021-08-31,1178
Metropolitana,13,8125072,2021-08-31,9604
OHiggins,06,991063,2021-08-31,898
Maule,07,1131939,2021-08-31,591
Nuble,16,511551,2021-08-31,590
Biobio,08,1663696,2021-08-31,2085
Araucania,09,1014343,2021-08-31,995
Los Rios,14,405835,2021-08-31,461
Los Lagos,10,891440,2021-08-31,1399
Aysen,11,107297,2021-08-31,162
Magallanes,12,178362,2021-08-31,583
Arica y Parinacota,15,252110,2021-09-01,1054
Tarapaca,01,382773,2021-09-01,1525
Antofagasta,02,691854,2021-09-01,1273
Atacama,03,314709,2021-09-01,883
Coquimbo,04,836096,2021-09-01,1036
Valparaiso,05,1960170,2021-09-01,2658
Metropolitana,13,8125072,2021-09-01,15069
OHiggins,06,991063,2021-09-01,973
Maule,07,1131939,2021-09-01,1456
Nuble,16,511551,2021-09-01,735
Biobio,08,1663696,2021-09-01,3433
Araucania,09,1014343,2021-09-01,1168
Los Rios,14,405835,2021-09-01,838
Los Lagos,10,891440,2021-09-01,1621
Aysen,11,107297,2021-09-01,245
Magallanes,12,178362,2021-09-01,581
Arica y Parinacota,15,252110,2021-09-02,1140
Tarapaca,01,382773,2021-09-02,1731
Antofagasta,02,691854,2021-09-02,2514
Atacama,03,314709,2021-09-02,1854
Coquimbo,04,836096,2021-09-02,2035
Valparaiso,05,1960170,2021-09-02,3858
Metropolitana,13,8125072,2021-09-02,22109
OHiggins,06,991063,2021-09-02,1897
Maule,07,1131939,2021-09-02,3498
Nuble,16,511551,2021-09-02,1494
Biobio,08,1663696,2021-09-02,5736
Araucania,09,1014343,2021-09-02,2254
Los Rios,14,405835,2021-09-02,1341
Los Lagos,10,891440,2021-09-02,4842
Aysen,11,107297,2021-09-02,465
Magallanes,12,178362,2021-09-02,722
Arica y Parinacota,15,252110,2021-09-03,903
Tarapaca,01,382773,2021-09-03,1240
Antofagasta,02,691854,2021-09-03,1363
Atacama,03,314709,2021-09-03,1813
Coquimbo,04,836096,2021-09-03,2276
Valparaiso,05,1960170,2021-09-03,3998
Metropolitana,13,8125072,2021-09-03,19284
OHiggins,06,991063,2021-09-03,2415
Maule,07,1131939,2021-09-03,2551
Nuble,16,511551,2021-09-03,1482
Biobio,08,1663696,2021-09-03,4679
Araucania,09,1014343,2021-09-03,1886
Los Rios,14,405835,2021-09-03,1255
Los Lagos,10,891440,2021-09-03,4162
Aysen,11,107297,2021-09-03,575
Magallanes,12,178362,2021-09-03,850
Arica y Parinacota,15,252110,2021-09-04,631
Tarapaca,01,382773,2021-09-04,1308
Antofagasta,02,691854,2021-09-04,1381
Atacama,03,314709,2021-09-04,998
Coquimbo,04,836096,2021-09-04,1936
Valparaiso,05,1960170,2021-09-04,4196
Metropolitana,13,8125072,2021-09-04,19063
OHiggins,06,991063,2021-09-04,2081
Maule,07,1131939,2021-09-04,2770
Nuble,16,511551,2021-09-04,1394
Biobio,08,1663696,2021-09-04,7806
Araucania,09,1014343,2021-09-04,2101
Los Rios,14,405835,2021-09-04,1537
Los Lagos,10,891440,2021-09-04,3650
Aysen,11,107297,2021-09-04,443
Magallanes,12,178362,2021-09-04,675
Arica y Parinacota,15,252110,2021-09-05,642
Tarapaca,01,382773,2021-09-05,1706
Antofagasta,02,691854,2021-09-05,2344
Atacama,03,314709,2021-09-05,1410
Coquimbo,04,836096,2021-09-05,2224
Valparaiso,05,1960170,2021-09-05,4077
Metropolitana,13,8125072,2021-09-05,17978
OHiggins,06,991063,2021-09-05,2273
Maule,07,1131939,2021-09-05,3313
Nuble,16,511551,2021-09-05,843
Biobio,08,1663696,2021-09-05,5311
Araucania,09,1014343,2021-09-05,2350
Los Rios,14,405835,2021-09-05,1427
Los Lagos,10,891440,2021-09-05,3615
Aysen,11,107297,2021-09-05,430
Magallanes,12,178362,2021-09-05,647
Arica y Parinacota,15,252110,2021-09-06,1274
Tarapaca,01,382773,2021-09-06,3109
Antofagasta,02,691854,2021-09-06,1556
Atacama,03,314709,2021-09-06,1200
Coquimbo,04,836096,2021-09-06,1970
Valparaiso,05,1960170,2021-09-06,2744
Metropolitana,13,8125072,2021-09-06,16628
OHiggins,06,991063,2021-09-06,1905
Maule,07,1131939,2021-09-06,2239
Nuble,16,511551,2021-09-06,1030
Biobio,08,1663696,2021-09-06,4181
Araucania,09,1014343,2021-09-06,1989
Los Rios,14,405835,2021-09-06,945
Los Lagos,10,891440,2021-09-06,3099
Aysen,11,107297,2021-09-06,468
Magallanes,12,178362,2021-09-06,628
Arica y Parinacota,15,252110,2021-09-07,758
Tarapaca,01,382773,2021-09-07,1710
Antofagasta,02,691854,2021-09-07,1591
Atacama,03,314709,2021-09-07,380
Coquimbo,04,836096,2021-09-07,768
Valparaiso,05,1960170,2021-09-07,1236
Metropolitana,13,8125072,2021-09-07,10323
OHiggins,06,991063,2021-09-07,995
Maule,07,1131939,2021-09-07,814
Nuble,16,511551,2021-09-07,419
Biobio,08,1663696,2021-09-07,2110
Araucania,09,1014343,2021-09-07,938
Los Rios,14,405835,2021-09-07,377
Los Lagos,10,891440,2021-09-07,1263
Aysen,11,107297,2021-09-07,188
Magallanes,12,178362,2021-09-07,315
Arica y Parinacota,15,252110,2021-09-08,824
Tarapaca,01,382773,2021-09-08,1038
Antofagasta,02,691854,2021-09-08,1616
Atacama,03,314709,2021-09-08,1240
Coquimbo,04,836096,2021-09-08,931
Valparaiso,05,1960170,2021-09-08,2798
Metropolitana,13,8125072,2021-09-08,16521
OHiggins,06,991063,2021-09-08,683
Maule,07,1131939,2021-09-08,1191
Nuble,16,511551,2021-09-08,846
Biobio,08,1663696,2021-09-08,3252
Araucania,09,1014343,2021-09-08,1143
Los Rios,14,405835,2021-09-08,711
Los Lagos,10,891440,2021-09-08,2672
Aysen,11,107297,2021-09-08,297
Magallanes,12,178362,2021-09-08,393
Arica y Parinacota,15,252110,2021-09-09,1370
Tarapaca,01,382773,2021-09-09,2087
Antofagasta,02,691854,2021-09-09,2359
Atacama,03,314709,2021-09-09,1257
Coquimbo,04,836096,2021-09-09,1903
Valparaiso,05,1960170,2021-09-09,3838
Metropolitana,13,8125072,2021-09-09,20445
OHiggins,06,991063,2021-09-09,1813
Maule,07,1131939,2021-09-09,2716
Nuble,16,511551,2021-09-09,1264
Biobio,08,1663696,2021-09-09,5774
Araucania,09,1014343,2021-09-09,1851
Los Rios,14,405835,2021-09-09,1461
Los Lagos,10,891440,2021-09-09,3869
Aysen,11,107297,2021-09-09,567
Magallanes,12,178362,2021-09-09,746
Arica y Parinacota,15,252110,2021-09-10,1035
Tarapaca,01,382773,2021-09-10,1272
Antofagasta,02,691854,2021-09-10,1016
Atacama,03,314709,2021-09-10,1227
Coquimbo,04,836096,2021-09-10,1988
Valparaiso,05,1960170,2021-09-10,3432
Metropolitana,13,8125072,2021-09-10,19269
OHiggins,06,991063,2021-09-10,2430
Maule,07,1131939,2021-09-10,3282
Nuble,16,511551,2021-09-10,1204
Biobio,08,1663696,2021-09-10,5664
Araucania,09,1014343,2021-09-10,2084
Los Rios,14,405835,2021-09-10,1158
Los Lagos,10,891440,2021-09-10,3852
Aysen,11,107297,2021-09-10,490
Magallanes,12,178362,2021-09-10,730
Arica y Parinacota,15,252110,2021-09-11,960
Tarapaca,01,382773,2021-09-11,1237
Antofagasta,02,691854,2021-09-11,1568
Atacama,03,314709,2021-09-11,1014
Coquimbo,04,836096,2021-09-11,2048
Valparaiso,05,1960170,2021-09-11,3636
Metropolitana,13,8125072,2021-09-11,18611
OHiggins,06,991063,2021-09-11,2128
Maule,07,1131939,2021-09-11,2694
Nuble,16,511551,2021-09-11,1146
Biobio,08,1663696,2021-09-11,5165
Araucania,09,1014343,2021-09-11,1928
Los Rios,14,405835,2021-09-11,1645
Los Lagos,10,891440,2021-09-11,3976
Aysen,11,107297,2021-09-11,462
Magallanes,12,178362,2021-09-11,636
Arica y Parinacota,15,252110,2021-09-12,1032
Tarapaca,01,382773,2021-09-12,1365
Antofagasta,02,691854,2021-09-12,2620
Atacama,03,314709,2021-09-12,732
Coquimbo,04,836096,2021-09-12,1990
Valparaiso,05,1960170,2021-09-12,3433
Metropolitana,13,8125072,2021-09-12,17320
OHiggins,06,991063,2021-09-12,2496
Maule,07,1131939,2021-09-12,3056
Nuble,16,511551,2021-09-12,1433
Biobio,08,1663696,2021-09-12,4639
Araucania,09,1014343,2021-09-12,2607
Los Rios,14,405835,2021-09-12,1174
Los Lagos,10,891440,2021-09-12,4154
Aysen,11,107297,2021-09-12,441
Magallanes,12,178362,2021-09-12,669
Arica y Parinacota,15,252110,2021-09-13,1022
Tarapaca,01,382773,2021-09-13,2404
Antofagasta,02,691854,2021-09-13,1607
Atacama,03,314709,2021-09-13,890
Coquimbo,04,836096,2021-09-13,1723
Valparaiso,05,1960170,2021-09-13,2536
Metropolitana,13,8125072,2021-09-13,17377
OHiggins,06,991063,2021-09-13,1392
Maule,07,1131939,2021-09-13,2815
Nuble,16,511551,2021-09-13,970
Biobio,08,1663696,2021-09-13,4573
Araucania,09,1014343,2021-09-13,1589
Los Rios,14,405835,2021-09-13,479
Los Lagos,10,891440,2021-09-13,2559
Aysen,11,107297,2021-09-13,428
Magallanes,12,178362,2021-09-13,1125
Arica y Parinacota,15,252110,2021-09-14,692
Tarapaca,01,382773,2021-09-14,1396
Antofagasta,02,691854,2021-09-14,1634
Atacama,03,314709,2021-09-14,177
Coquimbo,04,836096,2021-09-14,594
Valparaiso,05,1960170,2021-09-14,998
Metropolitana,13,8125072,2021-09-14,11770
OHiggins,06,991063,2021-09-14,911
Maule,07,1131939,2021-09-14,1006
Nuble,16,511551,2021-09-14,252
Biobio,08,1663696,2021-09-14,2174
Araucania,09,1014343,2021-09-14,1096
Los Rios,14,405835,2021-09-14,431
Los Lagos,10,891440,2021-09-14,1412
Aysen,11,107297,2021-09-14,182
Magallanes,12,178362,2021-09-14,198
Arica y Parinacota,15,252110,2021-09-15,806
Tarapaca,01,382773,2021-09-15,1002
Antofagasta,02,691854,2021-09-15,1479
Atacama,03,314709,2021-09-15,1191
Coquimbo,04,836096,2021-09-15,793
Valparaiso,05,1960170,2021-09-15,2229
Metropolitana,13,8125072,2021-09-15,12613
OHiggins,06,991063,2021-09-15,605
Maule,07,1131939,2021-09-15,1395
Nuble,16,511551,2021-09-15,631
Biobio,08,1663696,2021-09-15,2969
Araucania,09,1014343,2021-09-15,981
Los Rios,14,405835,2021-09-15,674
Los Lagos,10,891440,2021-09-15,1798
Aysen,11,107297,2021-09-15,307
Magallanes,12,178362,2021-09-15,426
Arica y Parinacota,15,252110,2021-09-16,1394
Tarapaca,01,382773,2021-09-16,1458
Antofagasta,02,691854,2021-09-16,2085
Atacama,03,314709,2021-09-16,1266
Coquimbo,04,836096,2021-09-16,1919
Valparaiso,05,1960170,2021-09-16,3615
Metropolitana,13,8125072,2021-09-16,20788
OHiggins,06,991063,2021-09-16,1651
Maule,07,1131939,2021-09-16,2753
Nuble,16,511551,2021-09-16,1314
Biobio,08,1663696,2021-09-16,7594
Araucania,09,1014343,2021-09-16,2232
Los Rios,14,405835,2021-09-16,1202
Los Lagos,10,891440,2021-09-16,4666
Aysen,11,107297,2021-09-16,544
Magallanes,12,178362,2021-09-16,526
Arica y Parinacota,15,252110,2021-09-17,1132
Tarapaca,01,382773,2021-09-17,1348
Antofagasta,02,691854,2021-09-17,1460
Atacama,03,314709,2021-09-17,1075
Coquimbo,04,836096,2021-09-17,2208
Valparaiso,05,1960170,2021-09-17,3520
Metropolitana,13,8125072,2021-09-17,19311
OHiggins,06,991063,2021-09-17,2086
Maule,07,1131939,2021-09-17,3253
Nuble,16,511551,2021-09-17,1135
Biobio,08,1663696,2021-09-17,5505
Araucania,09,1014343,2021-09-17,2237
Los Rios,14,405835,2021-09-17,1368
Los Lagos,10,891440,2021-09-17,4404
Aysen,11,107297,2021-09-17,522
Magallanes,12,178362,2021-09-17,680
Arica y Parinacota,15,252110,2021-09-18,1470
Tarapaca,01,382773,2021-09-18,1273
Antofagasta,02,691854,2021-09-18,1666
Atacama,03,314709,2021-09-18,988
Coquimbo,04,836096,2021-09-18,2085
Valparaiso,05,1960170,2021-09-18,3691
Metropolitana,13,8125072,2021-09-18,17316
OHiggins,06,991063,2021-09-18,1984
Maule,07,1131939,2021-09-18,3131
Nuble,16,511551,2021-09-18,1044
Biobio,08,1663696,2021-09-18,5702
Araucania,09,1014343,2021-09-18,1531
Los Rios,14,405835,2021-09-18,1001
Los Lagos,10,891440,2021-09-18,4008
Aysen,11,107297,2021-09-18,463
Magallanes,12,178362,2021-09-18,856
Arica y Parinacota,15,252110,2021-09-19,1259
Tarapaca,01,382773,2021-09-19,1109
Antofagasta,02,691854,2021-09-19,1638
Atacama,03,314709,2021-09-19,500
Coquimbo,04,836096,2021-09-19,1647
Valparaiso,05,1960170,2021-09-19,2014
Metropolitana,13,8125072,2021-09-19,11896
OHiggins,06,991063,2021-09-19,1440
Maule,07,1131939,2021-09-19,1976
Nuble,16,511551,2021-09-19,1276
Biobio,08,1663696,2021-09-19,3573
Araucania,09,1014343,2021-09-19,1490
Los Rios,14,405835,2021-09-19,614
Los Lagos,10,891440,2021-09-19,2591
Aysen,11,107297,2021-09-19,431
Magallanes,12,178362,2021-09-19,452
Arica y Parinacota,15,252110,2021-09-20,618
Tarapaca,01,382773,2021-09-20,1547
Antofagasta,02,691854,2021-09-20,1323
Atacama,03,314709,2021-09-20,263
Coquimbo,04,836096,2021-09-20,421
Valparaiso,05,1960170,2021-09-20,809
Metropolitana,13,8125072,2021-09-20,8989
OHiggins,06,991063,2021-09-20,608
Maule,07,1131939,2021-09-20,714
Nuble,16,511551,2021-09-20,529
Biobio,08,1663696,2021-09-20,1882
Araucania,09,1014343,2021-09-20,801
Los Rios,14,405835,2021-09-20,278
Los Lagos,10,891440,2021-09-20,846
Aysen,11,107297,2021-09-20,108
Magallanes,12,178362,2021-09-20,205
Arica y Parinacota,15,252110,2021-09-21,285
Tarapaca,01,382773,2021-09-21,622
Antofagasta,02,691854,2021-09-21,443
Atacama,03,314709,2021-09-21,527
Coquimbo,04,836096,2021-09-21,250
Valparaiso,05,1960170,2021-09-21,786
Metropolitana,13,8125072,2021-09-21,9003
OHiggins,06,991063,2021-09-21,313
Maule,07,1131939,2021-09-21,684
Nuble,16,511551,2021-09-21,559
Biobio,08,1663696,2021-09-21,1412
Araucania,09,1014343,2021-09-21,694
Los Rios,14,405835,2021-09-21,243
Los Lagos,10,891440,2021-09-21,627
Aysen,11,107297,2021-09-21,123
Magallanes,12,178362,2021-09-21,182
Arica y Parinacota,15,252110,2021-09-22,1142
Tarapaca,01,382773,2021-09-22,1046
Antofagasta,02,691854,2021-09-22,1396
Atacama,03,314709,2021-09-22,1274
Coquimbo,04,836096,2021-09-22,626
Valparaiso,05,1960170,2021-09-22,2382
Metropolitana,13,8125072,2021-09-22,15739
OHiggins,06,991063,2021-09-22,708
Maule,07,1131939,2021-09-22,1226
Nuble,16,511551,2021-09-22,841
Biobio,08,1663696,2021-09-22,3907
Araucania,09,1014343,2021-09-22,1073
Los Rios,14,405835,2021-09-22,726
Los Lagos,10,891440,2021-09-22,2114
Aysen,11,107297,2021-09-22,304
Magallanes,12,178362,2021-09-22,572
Arica y Parinacota,15,252110,2021-09-23,2079
Tarapaca,01,382773,2021-09-23,1225
Antofagasta,02,691854,2021-09-23,2730
Atacama,03,314709,2021-09-23,2084
Coquimbo,04,836096,2021-09-23,2135
Valparaiso,05,1960170,2021-09-23,4511
Metropolitana,13,8125072,2021-09-23,21258
OHiggins,06,991063,2021-09-23,2016
Maule,07,1131939,2021-09-23,3907
Nuble,16,511551,2021-09-23,1533
Biobio,08,1663696,2021-09-23,7061
Araucania,09,1014343,2021-09-23,2115
Los Rios,14,405835,2021-09-23,1432
Los Lagos,10,891440,2021-09-23,5451
Aysen,11,107297,2021-09-23,677
Magallanes,12,178362,2021-09-23,687
Arica y Parinacota,15,252110,2021-09-24,1993
Tarapaca,01,382773,2021-09-24,1366
Antofagasta,02,691854,2021-09-24,1430
Atacama,03,314709,2021-09-24,1395
Coquimbo,04,836096,2021-09-24,2119
Valparaiso,05,1960170,2021-09-24,4527
Metropolitana,13,8125072,2021-09-24,24406
OHiggins,06,991063,2021-09-24,2806
Maule,07,1131939,2021-09-24,3433
Nuble,16,511551,2021-09-24,2051
Biobio,08,1663696,2021-09-24,8325
Araucania,09,1014343,2021-09-24,2991
Los Rios,14,405835,2021-09-24,1442
Los Lagos,10,891440,2021-09-24,4806
Aysen,11,107297,2021-09-24,647
Magallanes,12,178362,2021-09-24,954
Arica y Parinacota,15,252110,2021-09-25,1709
Tarapaca,01,382773,2021-09-25,1368
Antofagasta,02,691854,2021-09-25,1834
Atacama,03,314709,2021-09-25,1592
Coquimbo,04,836096,2021-09-25,2674
Valparaiso,05,1960170,2021-09-25,4383
Metropolitana,13,8125072,2021-09-25,23117
OHiggins,06,991063,2021-09-25,2487
Maule,07,1131939,2021-09-25,3239
Nuble,16,511551,2021-09-25,1052
Biobio,08,1663696,2021-09-25,8335
Araucania,09,1014343,2021-09-25,2603
Los Rios,14,405835,2021-09-25,1628
Los Lagos,10,891440,2021-09-25,4871
Aysen,11,107297,2021-09-25,708
Magallanes,12,178362,2021-09-25,817
Arica y Parinacota,15,252110,2021-09-26,1797
Tarapaca,01,382773,2021-09-26,1949
Antofagasta,02,691854,2021-09-26,2613
Atacama,03,314709,2021-09-26,1824
Coquimbo,04,836096,2021-09-26,2640
Valparaiso,05,1960170,2021-09-26,4957
Metropolitana,13,8125072,2021-09-26,24110
OHiggins,06,991063,2021-09-26,2930
Maule,07,1131939,2021-09-26,4074
Nuble,16,511551,2021-09-26,2041
Biobio,08,1663696,2021-09-26,7700
Araucania,09,1014343,2021-09-26,2773
Los Rios,14,405835,2021-09-26,1701
Los Lagos,10,891440,2021-09-26,4663
Aysen,11,107297,2021-09-26,594
Magallanes,12,178362,2021-09-26,638
Arica y Parinacota,15,252110,2021-09-27,1462
Tarapaca,01,382773,2021-09-27,3110
Antofagasta,02,691854,2021-09-27,2369
Atacama,03,314709,2021-09-27,1939
Coquimbo,04,836096,2021-09-27,2430
Valparaiso,05,1960170,2021-09-27,3690
Metropolitana,13,8125072,2021-09-27,18865
